Book	Chapter	Verse	Text	Index
The Epistle of St. Paul to the Hebrews	2	17	Wherefore, it behoved him in all things to be made like unto his brethren, that he might become a merciful and faithful high priest before God, that he might be a propitiation for the sins of the people.	27
The Epistle of St. Paul to the Hebrews	2	18	For in that wherein he himself hath suffered and been tempted he is able to succour them also that are tempted. Hebrews Chapter 3 Christ is more excellent than Moses. Wherefore we must adhere to him by faith and obedience.	27
The Epistle of St. Paul to the Hebrews	3	1	Wherefore, holy brethren, partakers of the heavenly vocation consider the apostle and high priest of our confession, Jesus:	27
The Epistle of St. Paul to the Hebrews	3	2	Who is faithful to him that made him, as was also Moses in all his house.	27
The Epistle of St. Paul to the Hebrews	3	3	For this man was counted worthy of greater glory than Moses, by so much as he that hath built the house hath greater honour than the house.	27
The Epistle of St. Paul to the Hebrews	3	4	For every house is built by some man: but he that created all things is God.	27
The Epistle of St. Paul to the Hebrews	3	5	And Moses indeed was faithful in all his house as a servant, for a testimony of those things which were to be said:	27
The Epistle of St. Paul to the Hebrews	3	6	But Christ, as the Son in his own house: which house are we, if we hold fast the confidence and glory of hope unto the end.	27
The Epistle of St. Paul to the Hebrews	3	7	Wherefore, as the Holy Ghost saith: To-day if you shall hear his voice,	27
The Epistle of St. Paul to the Hebrews	3	8	Harden not your hearts, as in the provocation, in the day of temptation in the desert,	27
The Epistle of St. Paul to the Hebrews	3	9	Where your fathers tempted me, proved and saw my works,	27
The Epistle of St. Paul to the Hebrews	3	10	Forty years: for which cause I was offended with this generation, and I said: They always err in heart. And they have not known my ways.	27
The Epistle of St. Paul to the Hebrews	3	11	As I have sworn in my wrath: If they shall enter into my rest.	27
The Epistle of St. Paul to the Hebrews	3	12	Take heed, brethren, lest perhaps there be in any of you an evil heart of unbelief, to depart from the living God.	27
The Epistle of St. Paul to the Hebrews	3	13	But exhort one another every day, whilst it is called to day, that none of you be hardened through the deceitfulness of sin.	27
The Epistle of St. Paul to the Hebrews	3	14	For we are made partakers of Christ: yet so, if we hold the beginning of his substance firm unto the end.	27
The Epistle of St. Paul to the Hebrews	3	15	While it is said: To day, if you shall hear his voice, harden not your hearts, as in that provocation.	27
The Epistle of St. Paul to the Hebrews	3	16	For some who heard did provoke: but not all that came out of Egypt by Moses.	27
The Epistle of St. Paul to the Hebrews	3	17	And with whom was he offended forty years? Was it not with them that sinned, whose carcasses were overthrown in the desert?	27
The Epistle of St. Paul to the Hebrews	3	18	And to whom did he swear, that they should not enter into his rest: but to them that were incredulous?	27
The Epistle of St. Paul to the Hebrews	3	19	And we see that they could not enter in, because of unbelief. Hebrews Chapter 4 The Christian’s rest. We are to enter into it through Jesus Christ.	27
The Epistle of St. Paul to the Hebrews	4	1	Let us fear therefore lest, the promise being left of entering into his rest, any of you should be thought to be wanting.	27
The Epistle of St. Paul to the Hebrews	4	2	For unto us also it hath been declared in like manner as unto them. But the word of hearing did not profit them, not being mixed with faith of those things they heard.	27
The Epistle of St. Paul to the Hebrews	4	3	For we, who have believed, shall enter into rest; as he said: As I have sworn in my wrath: If they shall enter into my rest; and this indeed when the works from the foundation of the world were finished.	27
The Epistle of St. Paul to the Hebrews	4	4	For in a certain place he spoke of the seventh day thus: And God rested the seventh day from all his works.	27
The Epistle of St. Paul to the Hebrews	4	5	And in this place again: If they shall enter into my rest.	27
The Epistle of St. Paul to the Hebrews	4	6	Seeing then it remaineth that some are to enter into it, and they to whom it was first preached did not enter because of unbelief:	27
The Epistle of St. Paul to the Hebrews	4	7	Again he limiteth a certain day, saying in David; To day, after so long a time as it is above said: To day if you shall hear his voice, harden not your hearts.	27
The Epistle of St. Paul to the Hebrews	4	8	For if Jesus had given them rest he would never have afterwards spoken of another day. Jesus.... Josue, who in Greek is called Jesus.	27
The Epistle of St. Paul to the Hebrews	4	9	There remaineth therefore a day of rest for the people of God.	27
The Epistle of St. Paul to the Hebrews	4	10	For he that is entered into his rest, the same also hath rested from his works, as God did from his.	27
The Epistle of St. Paul to the Hebrews	4	11	Let us hasten therefore to enter into that rest: lest any man fall into the same example of unbelief.	27
The Epistle of St. Paul to the Hebrews	4	12	For the word of God is living and effectual and more piercing than any two edged sword; and reaching unto the division of the soul and the spirit, of the joints also and the marrow: and is a discerner of the thoughts and intents of the heart.	27
The Epistle of St. Paul to the Hebrews	4	13	Neither is there any creature invisible in his sight: but all things are naked and open to his eyes, to whom our speech is.	27
The Epistle of St. Paul to the Hebrews	4	14	Having therefore a great high priest that hath passed into the heavens, Jesus the Son of God: let us hold fast our confession.	27
The Epistle of St. Paul to the Hebrews	4	15	For we have not a high priest who cannot have compassion on our infirmities: but one tempted in all things like as we are, without sin.	27
The Epistle of St. Paul to the Hebrews	4	16	Let us go therefore with confidence to the throne of grace: that we may obtain mercy and find grace in seasonable aid. Hebrews Chapter 5 The office of a high priest. Christ is our high priest.	27
The Epistle of St. Paul to the Hebrews	5	1	For every high priest taken from among men is ordained for men in the things that appertain to God, that he may offer up gifts and sacrifices for sins:	27
The Epistle of St. Paul to the Hebrews	5	2	Who can have compassion on them that are ignorant and that err: because he himself also is compassed with infirmity.	27
The Epistle of St. Paul to the Hebrews	5	3	And therefore he ought, as for the people, so also for himself, to offer for sins.	27
The Epistle of St. Paul to the Hebrews	5	4	Neither doth any man take the honour to himself, but he that is called by God, as Aaron was.	27
The Epistle of St. Paul to the Hebrews	5	5	So Christ also did not glorify himself, that he might be made a high priest: but he that said unto him: Thou art my Son: this day have I begotten thee.	27
The Epistle of St. Paul to the Hebrews	5	6	As he saith also in another place: Thou art a priest for ever, according to the order of Melchisedech.	27
The Epistle of St. Paul to the Hebrews	5	7	Who in the days of his flesh, with a strong cry and tears, offering up prayers and supplications to him that was able to save him from death, was heard for his reverence.	27
The Epistle of St. Paul to the Hebrews	5	8	And whereas indeed he was the Son of God, he learned obedience by the things which he suffered.	27
The Epistle of St. Paul to the Hebrews	5	9	And being consummated, he became, to all that obey him, the cause of eternal salvation:	27
The Epistle of St. Paul to the Hebrews	5	10	Called by God a high priest, according to the order of Melchisedech.	27
The Epistle of St. Paul to the Hebrews	5	11	Of whom we have much to say and hard to be intelligibly uttered: because you are become weak to hear.	27
The Epistle of St. Paul to the Hebrews	5	12	For whereas for the time you ought to be masters, you have need to be taught again what are the first elements of the words of God: and you are become such as have need of milk and not of strong meat.	27
The Epistle of St. Paul to the Hebrews	5	13	For every one that is a partaker of milk is unskilful in the word of justice: for he is a little child.	27
The Epistle of St. Paul to the Hebrews	5	14	But strong meat is for the perfect: for them who by custom have their senses exercised to the discerning of good and evil. Hebrews Chapter 6 He warns them of the danger of falling by apostasy and exhorts them to patience and perseverance.	27
The Epistle of St. Paul to the Hebrews	6	1	Wherefore, leaving the word of the beginning of Christ, let us go on to things more perfect: not laying again the foundation of penance from dead works and of faith towards God, The word of the beginning.... The first rudiments of the Christian doctrine.	27
The Epistle of St. Paul to the Hebrews	6	2	Of the doctrine of baptisms and imposition of hands, and of the resurrection of the dead, and of eternal judgment.	27
The Epistle of St. Paul to the Hebrews	6	3	And this will we do, if God permit.	27
The Epistle of St. Paul to the Hebrews	6	4	For it is impossible for those who were once illuminated, have tasted also the heavenly gift and were made partakers of the Holy Ghost, It is impossible, etc.... The meaning is, that it is impossible for such as have fallen after baptism, to be again baptized; and very hard for such as have apostatized from the faith, after having received many graces, to return again to the happy state from which they fell.	27
The Epistle of St. Paul to the Hebrews	6	5	Have moreover tasted the good word of God and the powers of the world to come,	27
The Epistle of St. Paul to the Hebrews	6	6	And are fallen away: to be renewed again to penance, crucifying again to themselves the Son of God and making him a mockery.	27
The Epistle of St. Paul to the Hebrews	6	7	For the earth, that drinketh in the rain which cometh often upon it and bringeth forth herbs meet for them by whom it is tilled, receiveth blessing from God.	27
The Epistle of St. Paul to the Hebrews	6	8	But that which bringeth forth thorns and briers is reprobate and very near unto a curse: whose end is to be burnt.	27
The Epistle of St. Paul to the Hebrews	6	9	But, my dearly beloved, we trust better things of you, and nearer to salvation; though we speak thus.	27
The Epistle of St. Paul to the Hebrews	6	10	For God is not unjust, that he should forget your work and the love which you have shewn in his name, you who have ministered and do minister to the saints.	27
The Epistle of St. Paul to the Hebrews	6	11	And we desire that every one of you shew forth the same carefulness to the accomplishing of hope unto the end:	27
The Epistle of St. Paul to the Hebrews	6	12	That you become not slothful, but followers of them who through faith and patience shall inherit the promises.	27
The Epistle of St. Paul to the Hebrews	6	13	For God making promise to Abraham, because he had no one greater by whom he might swear, swore by himself,	27
The Epistle of St. Paul to the Hebrews	6	14	Saying: Unless blessing I shall bless thee and multiplying I shall multiply thee.	27
The Epistle of St. Paul to the Hebrews	6	15	And so patiently enduring he obtained the promise.	27
The Epistle of St. Paul to the Hebrews	6	16	For men swear by one greater than themselves: and an oath for confirmation is the end of all their controversy.	27
The Epistle of St. Paul to the Hebrews	6	17	Wherein God, meaning more abundantly to shew to the heirs of the promise the immutability of his counsel, interposed an oath:	27
The Epistle of St. Paul to the Hebrews	6	18	That by two immutable things in which it is impossible for God to lie, we may have the strongest comfort, we who have fled for refuge to hold fast the hope set before us.	27
The Epistle of St. Paul to the Hebrews	6	19	Which we have as an anchor of the soul, sure and firm, and which entereth in even within the veil:	27
The Epistle of St. Paul to the Hebrews	6	20	Where the forerunner Jesus is entered for us, made a high priest for ever according to the order of Melchisedech. Hebrews Chapter 7 The priesthood of Christ according to the order of Melchisedech excels the Levitical priesthood and puts an end both to that and to the law.	27
The Epistle of St. Paul to the Hebrews	7	1	For this Melchisedech was king of Salem, priest of the most high God, who met Abraham returning from the slaughter of the kings and blessed him:	27
The Epistle of St. Paul to the Hebrews	7	2	To whom also Abraham divided the tithes of all: who first indeed by interpretation is king of justice: and then also king of Salem, that is, king of peace:	27
The Epistle of St. Paul to the Hebrews	7	3	Without father, without mother, without genealogy, having neither beginning of days nor end of life, but likened unto the Son of God, continueth a priest for ever. Without father, etc.... Not that he had no father, etc., but that neither his father, nor his pedigree, nor his birth, nor his death, are set down in scripture.	27
The Epistle of St. Paul to the Hebrews	7	4	Now consider how great this man is, to whom also Abraham the patriarch gave tithes out of the principal things.	27
The Epistle of St. Paul to the Hebrews	7	5	And indeed they that are of the sons of Levi, who receive the priesthood, have a commandment to take tithes of the people according to the law, that is to say, of their brethren: though they themselves also came out of the loins of Abraham.	27
The Epistle of St. Paul to the Hebrews	7	6	But he, whose pedigree is not numbered among them, received tithes of Abraham and blessed him that had the promises.	27
The Epistle of St. Paul to the Hebrews	7	7	And without all contradiction, that which is less is blessed by the better.	27
The Epistle of St. Paul to the Hebrews	7	8	And here indeed, men that die receive tithes: but there, he hath witness that he liveth.	27
The Epistle of St. Paul to the Hebrews	7	9	And (as it may be said) even Levi who received tithes paid tithes in Abraham:	27
The Epistle of St. Paul to the Hebrews	7	10	For he was yet in the loins of his father when Melchisedech met him.	27
The Epistle of St. Paul to the Hebrews	7	11	If then perfection was by the Levitical priesthood (for under it the people received the law), what further need was there that another priest should rise according to the order of Melchisedech: and not be called according to the order of Aaron?	27
The Epistle of St. Paul to the Hebrews	7	12	For the priesthood being translated, it is necessary that a translation also be made of the law,	27
The Epistle of St. Paul to the Hebrews	7	13	For he of whom these things are spoken is of another tribe, of which no one attended on the altar.	27
The Epistle of St. Paul to the Hebrews	7	14	For it is evident that our Lord sprung out of Juda: in which tribe Moses spoke nothing concerning priests.	27
The Epistle of St. Paul to the Hebrews	7	15	And it is yet far more evident: if according to the similitude of Melchisedech there ariseth another priest,	27
The Epistle of St. Paul to the Hebrews	7	16	Who is made, not according to the law of a carnal commandment, but according to the power of an indissoluble life.	27
The Epistle of St. Paul to the Hebrews	7	17	For he testifieth: Thou art a priest for ever according to the order of Melchisedech.	27
The Epistle of St. Paul to the Hebrews	7	18	There is indeed a setting aside of the former commandment, because of the weakness and unprofitableness thereof:	27
The Epistle of St. Paul to the Hebrews	7	19	For the law brought nothing to perfection: but a bringing in of a better hope, by which we draw nigh to God.	27
The Epistle of St. Paul to the Hebrews	7	20	And inasmuch as it is not without an oath (for the others indeed were made priests without an oath:	27
The Epistle of St. Paul to the Hebrews	7	21	But this with an oath, by him that said unto him: The Lord hath sworn and he will not repent: Thou art a priest for ever).	27
The Epistle of St. Paul to the Hebrews	7	22	By so much is Jesus made a surety of a better testament.	27
The Epistle of St. Paul to the Hebrews	7	23	And the others indeed were made many priests, because by reason of death they were not suffered to continue: Many priests, etc.... The apostle notes this difference between the high priests of the law, and our high priest Jesus Christ; that they being removed by death, made way for their successors; whereas our Lord Jesus is a priest for ever, and hath no successor; but liveth and concurreth for ever with his ministers, the priests of the new testament, in all their functions. Also, that no one priest of the law, nor all of them together, could offer that absolute sacrifice of everlasting redemption, which our one high priest Jesus Christ has offered once, and for ever.	27
The Epistle of St. Paul to the Hebrews	7	24	But this, for that he continueth for ever, hath an everlasting priesthood:	27
The Epistle of St. Paul to the Hebrews	7	25	Whereby he is able also to save for ever them that come to God by him; always living to make intercession for us. Make intercession.... Christ, as man, continually maketh intercession for us, by representing his passion to his Father.	27
The Epistle of St. Paul to the Hebrews	7	26	For it was fitting that we should have such a high priest, holy, innocent, undefiled, separated from sinners, and made higher than the heavens:	27
The Epistle of St. Paul to the Hebrews	7	27	Who needeth not daily (as the other priests) to offer sacrifices, first for his own sins, and then for the people’s: for this he did once, in offering himself.	27
The Epistle of St. Paul to the Hebrews	7	28	For the law maketh men priests, who have infirmity: but the word of the oath (which was since the law) the Son who is perfected for evermore. Hebrews Chapter 8 More of the excellence of the priesthood of Christ and of the New Testament.	27
The Epistle of St. Paul to the Hebrews	8	1	Now of the things which we have spoken, this is the sum: We have such an high priest who is set on the right hand of the throne of majesty in the heavens,	27
The Epistle of St. Paul to the Hebrews	8	2	A minister of the holies and of the true tabernacle, which the Lord hath pitched, and not man. The holies.... That is, the sanctuary.	27
The Epistle of St. Paul to the Hebrews	8	3	For every high priest is appointed to offer gifts and sacrifices: wherefore it is necessary that he also should have some thing to offer.	27
The Epistle of St. Paul to the Hebrews	8	4	If then he were on earth, he would not be a priest: seeing that there would be others to offer gifts according to the law. If then he were on earth, etc.... That is, if he were not of a higher condition than the Levitical order of earthly priests, and had not another kind of sacrifice to offer, he should be excluded by them from the priesthood, and its functions, which by the law were appropriated to their tribe.	27
The Epistle of St. Paul to the Hebrews	8	5	Who serve unto the example and shadow of heavenly things. As it was answered to Moses, when he was to finish the tabernacle: See (saith he) that thou make all things according to the pattern which was shewn thee on the mount. Who serve unto, etc.... The priesthood of the law and its functions were a kind of an example and shadow of what is done by Christ in his church militant and triumphant, of which the tabernacle was a pattern.	27
The Epistle of St. Paul to the Hebrews	8	6	But now he hath obtained a better ministry, by how much also he is a mediator of a better testament which is established on better promises.	27
The Epistle of St. Paul to the Hebrews	8	7	For if that former had been faultless, there should not indeed a place have been sought for a second.	27
The Epistle of St. Paul to the Hebrews	8	8	For, finding fault with them, he saith: Behold the days shall come, saith the Lord: and I will perfect, unto the house of Israel and unto the house of Juda, a new testament:	27
The Epistle of St. Paul to the Hebrews	8	9	Not according to the testament which I made to their fathers, on the day when I took them by the hand to lead them out of the land of Egypt: because they continued not in my testament: and I regarded them not, saith the Lord.	27
The Epistle of St. Paul to the Hebrews	8	10	For this is the testament which I will make to the house of Israel after those days, saith the Lord: I will give my laws into their mind: and in their heart will I write them. And I will be their God: and they shall be my people.	27
The Epistle of St. Paul to the Hebrews	8	11	And they shall not teach every man his neighbour and every man his brother, saying: Know the Lord. For all shall know me, from the least to the greatest of them. They shall not teach, etc.... So great shall be light and grace of the new testament, that it shall not be necessary to inculcate to the faithful the belief and knowledge of the true God, for they shall all know him.	27
The Epistle of St. Paul to the Hebrews	8	12	Because I will be merciful to their iniquities: and their sins I will remember no more.	27
The Epistle of St. Paul to the Hebrews	8	13	Now in saying a new, he hath made the former old. And that which decayeth and groweth old is near its end. A new.... Supply ‘covenant’. Hebrews Chapter 9 The sacrifices of the law were far inferior to that of Christ.	27
The Epistle of St. Paul to the Hebrews	9	1	The former indeed had also justifications of divine service and a worldly sanctuary.	27
The Epistle of St. Paul to the Hebrews	9	2	For there was a tabernacle made the first, wherein were the candlesticks and the table and the setting forth of loaves, which is called the Holy.	27
The Epistle of St. Paul to the Hebrews	9	3	And after the second veil, the tabernacle which is called the Holy of Holies:	27
The Epistle of St. Paul to the Hebrews	9	4	Having a golden censer and the ark of the testament covered about on every part with gold, in which was a golden pot that had manna and the rod of Aaron that had blossomed and the tables of the testament.	27
The Epistle of St. Paul to the Hebrews	9	5	And over it were the cherubims of glory overshadowing the propitiatory: of which it is not needful to speak now particularly.	27
The Epistle of St. Paul to the Hebrews	9	6	Now these things being thus ordered, into the first tabernacle, the priests indeed always entered, accomplishing the offices of sacrifices.	27
The Epistle of St. Paul to the Hebrews	9	7	But into the second, the high priest alone, once a year: not without blood, which he offereth for his own and the people’s ignorance:	27
The Epistle of St. Paul to the Hebrews	9	8	The Holy Ghost signifying this: That the way into the Holies was not yet made manifest, whilst the former tabernacle was yet standing.	27
The Epistle of St. Paul to the Hebrews	9	9	Which is a parable of the time present: according to which gifts and sacrifices are offered, which cannot, as to the conscience, make him perfect that serveth, only in meats and in drinks,	27
The Epistle of St. Paul to the Hebrews	9	10	And divers washings and justices of the flesh laid on them until the time of correction. Of correction.... Viz., when Christ should correct and settle all things.	27
The Epistle of St. Paul to the Hebrews	9	11	But Christ, being come an high priest of the good things to come, by a greater and more perfect tabernacle, not made with hand, that is, not of this creation:	27
The Epistle of St. Paul to the Hebrews	9	12	Neither by the blood of goats or of calves, but by his own blood, entered once into the Holies, having obtained eternal redemption. Eternal redemption.... By that one sacrifice of his blood, once offered on the cross, Christ our Lord paid and exhibited, once for all, the general price and ransom of all mankind: which no other priest could do.	27
The Epistle of St. Paul to the Hebrews	9	13	For if the blood of goats and of oxen, and the ashes of an heifer, being sprinkled, sanctify such as are defiled, to the cleansing of the flesh:	27
The Epistle of St. Paul to the Hebrews	9	14	How much more shall the blood of Christ, who by the Holy Ghost offered himself unspotted unto God, cleanse our conscience from dead works, to serve the living God?	27
The Epistle of St. Paul to the Hebrews	9	15	And therefore he is the mediator of the new testament: that by means of his death for the redemption of those transgressions which were under the former testament, they that are called may receive the promise of eternal inheritance.	27
The Epistle of St. Paul to the Hebrews	9	16	For where there is a testament the death of the testator must of necessity come in.	27
The Epistle of St. Paul to the Hebrews	9	17	For a testament is of force after men are dead: otherwise it is as yet of no strength, whilst the testator liveth.	27
The Epistle of St. Paul to the Hebrews	9	18	Whereupon neither was the first indeed dedicated without blood.	27
The Epistle of St. Paul to the Hebrews	9	19	For when every commandment of the law had been read by Moses to all the people, he took the blood of calves and goats, with water, and scarlet wool and hyssop, and sprinkled both the book itself and all the people.	27
The Epistle of St. Paul to the Hebrews	9	20	Saying: This is the blood of the testament which God hath enjoined unto you.	27
The Epistle of St. Paul to the Hebrews	9	21	The tabernacle also and all the vessels of the ministry, in like manner, he sprinkled with blood.	27
The Epistle of St. Paul to the Hebrews	9	22	And almost all things, according to the law, are cleansed with blood: and without shedding of blood there is no remission.	27
The Epistle of St. Paul to the Hebrews	9	23	It is necessary therefore that the patterns of heavenly things should be cleansed with these: but the heavenly things themselves with better sacrifices than these.	27
The Epistle of St. Paul to the Hebrews	9	24	For Jesus is not entered into the Holies made with hands, the patterns of the true: but into Heaven itself, that he may appear now in the presence of God for us.	27
The Epistle of St. Paul to the Hebrews	9	25	Nor yet that he should offer himself often, as the high priest entereth into the Holies every year with the blood of others: Offer himself often.... Christ shall never more offer himself in sacrifice, in that violent, painful, and bloody manner, nor can there be any occasion for it: since by that one sacrifice upon the cross, he has furnished the full ransom, redemption, and remedy for all the sins of the world. But this hinders not that he may offer himself daily in the sacred mysteries in an unbloody manner, for the daily application of that one sacrifice of redemption to our souls.	27
The Epistle of St. Paul to the Hebrews	9	26	For then he ought to have suffered often from the beginning of the world. But now once, at the end of ages, he hath appeared for the destruction of sin by the sacrifice of himself.	27
The Epistle of St. Paul to the Hebrews	9	27	And as it is appointed unto men once to die, and after this the judgment:	27
The Epistle of St. Paul to the Hebrews	9	28	So also Christ was offered once to exhaust the sins of many. The second time he shall appear without sin to them that expect him unto salvation. To exhaust.... That is, to empty, or draw out to the very bottom, by a plentiful and perfect redemption. Hebrews Chapter 10 Because of the insufficiency of the sacrifices of the law, Christ our high priest shed his own blood for us, offering up once for all the sacrifice of our redemption. He exhorts them to perseverance.	27
The Epistle of St. Paul to the Hebrews	10	1	For the law, having a shadow of the good things to come, not the very image of the things, by the selfsame sacrifices which they offer continually every year, can never make the comers thereunto perfect.	27
The Epistle of St. Paul to the Hebrews	10	2	For then they would have ceased to be offered: because the worshippers once cleansed should have no conscience of sin any longer. They would have ceased.... If they had been of themselves perfect to all the intents of redemption and remission, as Christ’s death is there would have been no occasion of so often repeating them: as there is no occasion for Christ’s dying any more for our sins.	27
The Epistle of St. Paul to the Hebrews	10	3	But in them there is made a commemoration of sins every year:	27
The Epistle of St. Paul to the Hebrews	10	4	For it is impossible that with the blood of oxen and goats sin should be taken away.	27
The Epistle of St. Paul to the Hebrews	10	5	Wherefore, when he cometh into the world he saith: Sacrifice and oblation thou wouldest not: but a body thou hast fitted to me.	27
The Epistle of St. Paul to the Hebrews	10	6	Holocausts for sin did not please thee.	27
The Epistle of St. Paul to the Hebrews	10	7	Then said I: Behold I come: in the head of the book it is written of me: that I should do thy will, O God.	27
The Epistle of St. Paul to the Hebrews	10	8	In saying before, Sacrifices, and oblations, and holocausts for sin thou wouldest not, neither are they pleasing to thee, which are offered according to the law.	27
The Epistle of St. Paul to the Hebrews	10	9	Then said I: Behold, I come to do thy will, O God: He taketh away the first, that he may establish that which followeth.	27
The Epistle of St. Paul to the Hebrews	10	10	In the which will, we are sanctified by the oblation of the body of Jesus Christ once.	27
The Epistle of St. Paul to the Hebrews	10	11	And every priest indeed standeth daily ministering and often offering the same sacrifices which can never take away sins.	27
The Epistle of St. Paul to the Hebrews	10	12	But this man, offering one sacrifice for sins, for ever sitteth on the right hand of God,	27
The Epistle of St. Paul to the Hebrews	10	13	From henceforth expecting until his enemies be made his footstool.	27
The Epistle of St. Paul to the Hebrews	10	14	For by one oblation he hath perfected for ever them that are sanctified.	27
The Epistle of St. Paul to the Hebrews	10	15	And the Holy Ghost also doth testify this to us. For after that he said:	27
The Epistle of St. Paul to the Hebrews	10	16	And this is the testament which I will make unto them after those days, saith the Lord. I will give my laws in their hearts and on their minds will I write them:	27
The Epistle of St. Paul to the Hebrews	10	17	And their sins and iniquities I will remember no more.	27
The Epistle of St. Paul to the Hebrews	10	18	Now, where there is a remission of these, there is no more an oblation for sin. There is no more an oblation for sin.... Where there is a full remission of sins, as in baptism, there is no more occasion for a sin offering to be made for such sins already remitted; and as for sins committed afterwards, they can only be remitted in virtue of the one oblation of Christ’s death.	27
The Epistle of St. Paul to the Hebrews	10	19	Having therefore, brethren, a confidence in the entering into the holies by the blood of Christ:	27
The Epistle of St. Paul to the Hebrews	10	20	A new and living way which he hath dedicated for us through the veil, that is to say, his flesh:	27
The Epistle of St. Paul to the Hebrews	10	21	And a high priest over the house of God:	27
The Epistle of St. Paul to the Hebrews	10	22	Let us draw near with a true heart, in fulness of faith, having our hearts sprinkled from an evil conscience and our bodies washed with clean water.	27
The Epistle of St. Paul to the Hebrews	10	23	Let us hold fast the confession of our hope without wavering (for he is faithful that hath promised):	27
The Epistle of St. Paul to the Hebrews	10	24	And let us consider one another, to provoke unto charity and to good works:	27
The Epistle of St. Paul to the Hebrews	10	25	Not forsaking our assembly, as some are accustomed: but comforting one another, and so much the more as you see the day approaching.	27
The Epistle of St. Paul to the Hebrews	10	26	For if we sin wilfully after having the knowledge of the truth, there is now left no sacrifice for sins: If we sin wilfully.... He speaks of the sin of wilful apostasy from the known truth; after which, as we can not be baptized again, we can not expect to have that abundant remission of sins, which Christ purchased by his death, applied to our souls in that ample manner as it is in baptism: but we have rather all manner of reason to look for a dreadful judgment; the more because apostates from the known truth, seldom or never have the grace to return to it.	27
The Epistle of St. Paul to the Hebrews	10	27	But a certain dreadful expectation of judgment, and the rage of a fire which shall consume the adversaries.	27
The Epistle of St. Paul to the Hebrews	10	28	A man making void the law of Moses dieth without any mercy under two or three witnesses:	27
The Epistle of St. Paul to the Hebrews	10	29	How much more, do you think he deserveth worse punishments, who hath trodden under foot the Son of God and hath esteemed the blood of the testament unclean, by which he was sanctified, and hath offered an affront to the Spirit of grace?	27
The Epistle of St. Paul to the Hebrews	10	30	For we know him that hath said: Vengeance belongeth to me, and I will repay. And again: The Lord shall judge his people.	27
The Epistle of St. Paul to the Hebrews	10	31	It is a fearful thing to fall into the hands of the living God.	27
The Epistle of St. Paul to the Hebrews	10	32	But call to mind the former days, wherein, being illuminated, you endured a great fight of afflictions.	27
The Epistle of St. Paul to the Hebrews	10	33	And on the one hand indeed, by reproaches and tribulations, were made a gazingstock; and on the other, became companions of them that were used in such sort.	27
The Epistle of St. Paul to the Hebrews	10	34	For you both had compassion on them that were in bands and took with joy the being stripped of your own goods, knowing that you have a better and a lasting substance.	27
The Epistle of St. Paul to the Hebrews	10	35	Do not therefore lose your confidence which hath a great reward.	27
The Epistle of St. Paul to the Hebrews	10	36	For patience is necessary for you: that, doing the will of God, you may receive the promise.	27
The Epistle of St. Paul to the Hebrews	10	37	For yet a little and a very little while, and he that is to come will come and will not delay.	27
The Epistle of St. Paul to the Hebrews	10	38	But my just man liveth by faith: but if he withdraw himself, he shall not please my soul.	27
The Epistle of St. Paul to the Hebrews	10	39	But we are not the children of withdrawing unto perdition, but of faith to the saving of the soul. Hebrews Chapter 11 What faith is. Its wonderful fruits and efficacy demonstrated in the fathers.	27
The Epistle of St. Paul to the Hebrews	11	1	Now, faith is the substance of things to be hoped for, the evidence of things that appear not.	27
The Epistle of St. Paul to the Hebrews	11	2	For by this the ancients obtained a testimony.	27
The Epistle of St. Paul to the Hebrews	11	3	By faith we understand that the world was framed by the word of God: that from invisible things visible things might be made.	27
The Epistle of St. Paul to the Hebrews	11	4	By faith Abel offered to God a sacrifice exceeding that of Cain, by which he obtained a testimony that he was just, God giving testimony to his gifts. And by it he being dead yet speaketh.	27
The Epistle of St. Paul to the Hebrews	11	5	By faith Henoch was translated that he should not see death: and he was not found because God had translated him. For before his translation he had testimony that he pleased God.	27
The Epistle of St. Paul to the Hebrews	11	6	But without faith it is impossible to please God. For he that cometh to God must believe that he is: and is a rewarder to them that seek him.	27
The Epistle of St. Paul to the Hebrews	11	7	By faith Noe, having received an answer concerning those things which as yet were not seen, moved with fear, framed the ark for the saving of his house: by the which he condemned the world and was instituted heir of the justice which is by faith.	27
The Epistle of St. Paul to the Hebrews	11	8	By faith he that is called Abraham obeyed to go out into a place which he was to receive for an inheritance. And he went out, not knowing whither he went. He that is called Abraham ... or, Abraham being called.	27
The Epistle of St. Paul to the Hebrews	11	9	By faith he abode in the land of promise, as in a strange country, dwelling in cottages, with Isaac and Jacob, the co-heirs of the same promise.	27
The Epistle of St. Paul to the Hebrews	11	10	For he looked for a city that hath foundations: whose builder and maker is God.	27
The Epistle of St. Paul to the Hebrews	11	11	By faith also Sara herself, being barren, received strength to conceive seed, even past the time of age: because she believed that he was faithful who had promised,	27
The Epistle of St. Paul to the Hebrews	11	12	For which cause there sprung even from one (and him as good as dead) as the stars of heaven in multitude and as the sand which is by the sea shore innumerable.	27
The Epistle of St. Paul to the Hebrews	11	13	All these died according to faith, not having received the promises but beholding them afar off and saluting them and confessing that they are pilgrims and strangers on the earth.	27
The Epistle of St. Paul to the Hebrews	11	14	For they that say these things do signify that they seek a country.	27
The Epistle of St. Paul to the Hebrews	11	15	And truly, if they had been mindful of that from whence they came out, they had doubtless, time to return.	27
